,Country,variable,value
987,Portugal,1979,9661265
988,Romania,1979,22090488
989,Russian Federation,1979,138027000
990,San Marino,1979,21122
991,Serbia,1979,7332000
992,Slovak Republic,1979,4938973
993,Slovenia,1979,1882599
994,Spain,1979,37191330
995,Sweden,1979,8293678
996,Switzerland,1979,6294365
997,Turkey,1979,42994043
998,Ukraine,1979,49747998
999,United Kingdom,1979,56246951
1000,Albania,1980,2671997
1001,Andorra,1980,36063
1002,Armenia,1980,3099759
1003,Australia,1980,14692000
1004,Austria,1980,7549433
1005,Azerbaijan,1980,6150735
1006,Belarus,1980,9643000
1007,Belgium,1980,9859242
1008,Bosnia and Herzegovina,1980,4179850
1009,Bulgaria,1980,8861535
1010,Croatia,1980,4599782
1011,Cyprus,1980,685408
1012,Czech Republic,1980,10304193
1013,Denmark,1980,5123027
1014,Estonia,1980,1477219
1015,Finland,1980,4779535
1016,France,1980,55161510
1017,Georgia,1980,4467700
1018,Germany,1980,78288576
1019,Greece,1980,9642505
1020,Hungary,1980,10711122
1021,Iceland,1980,228138
1022,Ireland,1980,3412800
1023,Israel,1980,3878000
1024,Italy,1980,56433883
1025,Latvia,1980,2511701
1026,Lithuania,1980,3413202
1027,Luxembourg,1980,364150
1028,Malta,1980,316645
1029,Moldova,1980,2728099
1030,Monaco,1980,26752
1031,Montenegro,1980,572608
1032,Morocco,1980,19990006
1033,Netherlands,1980,14149800
1034,North Macedonia,1980,1924203
1035,Norway,1980,4085620
1036,Poland,1980,35574150
1037,Portugal,1980,9766312
1038,Romania,1980,22207282
1039,Russian Federation,1980,139010000
1040,San Marino,1980,21453
1041,Serbia,1980,7362000
1042,Slovak Republic,1980,4979815
1043,Slovenia,1980,1901315
1044,Spain,1980,37491165
1045,Sweden,1980,8310531
1046,Switzerland,1980,6319408
1047,Turkey,1980,43975972
1048,Ukraine,1980,49965872
1049,United Kingdom,1980,56314216
1050,Albania,1981,2726056
1051,Andorra,1981,37498
1052,Armenia,1981,3148096
1053,Australia,1981,14927000
1054,Austria,1981,7568710
1055,Azerbaijan,1981,6249312
1056,Belarus,1981,9710000
1057,Belgium,1981,9858982
1058,Bosnia and Herzegovina,1981,4222479
1059,Bulgaria,1981,8891117
1060,Croatia,1981,4611509
1061,Cyprus,1981,689170
1062,Czech Republic,1981,10300591
1063,Denmark,1981,5121572
1064,Estonia,1981,1487666
1065,Finland,1981,4799964
1066,France,1981,55430278
1067,Georgia,1981,4504500
1068,Germany,1981,78407907
1069,Greece,1981,9729350
1070,Hungary,1981,10711848
1071,Iceland,1981,230755
1072,Ireland,1981,3453000
1073,Israel,1981,3956000
1074,Italy,1981,56501675
1075,Latvia,1981,2519421
1076,Lithuania,1981,3432947
1077,Luxembourg,1981,365225
1078,Malta,1981,318982
1079,Moldova,1981,2754609
1080,Monaco,1981,27162
1081,Montenegro,1981,579445
1082,Morocco,1981,20479709
1083,Netherlands,1981,14247208
1084,North Macedonia,1981,1941527
1085,Norway,1981,4099702
1086,Poland,1981,35898587
1087,Portugal,1981,9851362
1088,Romania,1981,22353070
1089,Russian Federation,1981,139941000
1090,San Marino,1981,21761
1091,Serbia,1981,7405000
1092,Slovak Republic,1981,5016105
1093,Slovenia,1981,1906531
1094,Spain,1981,37758631
1095,Sweden,1981,8320503
1096,Switzerland,1981,6354074
1097,Turkey,1981,44988411
1098,Ukraine,1981,50221000
1099,United Kingdom,1981,56333829
1100,Albania,1982,2784278
1101,Andorra,1982,39115
1102,Armenia,1982,3193696
1103,Australia,1982,15178000
1104,Austria,1982,7574140
1105,Azerbaijan,1982,6349555
1106,Belarus,1982,9776000
1107,Belgium,1982,9856303
1108,Bosnia and Herzegovina,1982,4265183
1109,Bulgaria,1982,8917457
1110,Croatia,1982,4634234
1111,Cyprus,1982,691716
1112,Czech Republic,1982,10314826
1113,Denmark,1982,5117810
1114,Estonia,1982,1498414
1115,Finland,1982,4826933
1116,France,1982,55718940
1117,Georgia,1982,4542800
1118,Germany,1982,78333366
1119,Greece,1982,9789513
1120,Hungary,1982,10705535
1121,Iceland,1982,233860
1122,Ireland,1982,3485800
1123,Israel,1982,4031000
1124,Italy,1982,56543548
1125,Latvia,1982,2531080
1126,Lithuania,1982,3457179
1127,Luxembourg,1982,365525
1128,Malta,1982,325898
1129,Moldova,1982,2782725
1130,Monaco,1982,27633
1131,Montenegro,1982,587001
1132,Morocco,1982,20984023
1133,Netherlands,1982,14312690
1134,North Macedonia,1982,1955247
1135,Norway,1982,4114787
1136,Poland,1982,36230481
1137,Portugal,1982,9911771
1138,Romania,1982,22475741
1139,Russian Federation,1982,140823000
1140,San Marino,1982,22043
1141,Serbia,1982,7440000
1142,Slovak Republic,1982,5055099
1143,Slovenia,1982,1910334
1144,Spain,1982,37986012
1145,Sweden,1982,8325263
1146,Switzerland,1982,6391309
1147,Turkey,1982,46025411
1148,Ukraine,1982,50384000
1149,United Kingdom,1982,56313641
1150,Albania,1983,2843960
1151,Andorra,1983,40854
1152,Armenia,1983,3238592
1153,Australia,1983,15369000
1154,Austria,1983,7561910
1155,Azerbaijan,1983,6452067
1156,Belarus,1983,9843000
1157,Belgium,1983,9855520
1158,Bosnia and Herzegovina,1983,4307907
1159,Bulgaria,1983,8939738
1160,Croatia,1983,4658254
1161,Cyprus,1983,694076
1162,Czech Republic,1983,10323856
1163,Denmark,1983,5114297
1164,Estonia,1983,1508745
1165,Finland,1983,4855787
1166,France,1983,56023775
1167,Georgia,1983,4582900
1168,Germany,1983,78128282
1169,Greece,1983,9846627
1170,Hungary,1983,10689463
1171,Iceland,1983,236977
1172,Ireland,1983,3510600
1173,Israel,1983,4105000
1174,Italy,1983,56564074
1175,Latvia,1983,2546011
1176,Lithuania,1983,3485192
1177,Luxembourg,1983,365622
1178,Malta,1983,330524
1179,Moldova,1983,2811645
1180,Monaco,1983,28091
1181,Montenegro,1983,594506
1182,Morocco,1983,21495088
1183,Netherlands,1983,14367070
1184,North Macedonia,1983,1965892
1185,Norway,1983,4128432
1186,Poland,1983,36571808
1187,Portugal,1983,9957865
1188,Romania,1983,22560478
1189,Russian Federation,1983,141668000
1190,San Marino,1983,22295
1191,Serbia,1983,7468000
1192,Slovak Republic,1983,5091971
1193,Slovenia,1983,1922321
1194,Spain,1983,38171525
1195,Sweden,1983,8329033
1196,Switzerland,1983,6418773
1197,Turkey,1983,47073470
1198,Ukraine,1983,50564000
1199,United Kingdom,1983,56332848
1200,Albania,1984,2904429
1201,Andorra,1984,42706
1202,Armenia,1984,3285593
1203,Australia,1984,15544000
1204,Austria,1984,7561434
1205,Azerbaijan,1984,6557581
1206,Belarus,1984,9910000
1207,Belgium,1984,9855372
1208,Bosnia and Herzegovina,1984,4350566
1209,Bulgaria,1984,8960679
1210,Croatia,1984,4680285
1211,Cyprus,1984,697715
1212,Czech Republic,1984,10330213
1213,Denmark,1984,5111619
1214,Estonia,1984,1518617
1215,Finland,1984,4881803
1216,France,1984,56337675
1217,Georgia,1984,4622200
1218,Germany,1984,77858685
1219,Greece,1984,9895801
1220,Hungary,1984,10668095
1221,Iceland,1984,239511
1222,Ireland,1984,3532423
1223,Israel,1984,4159000
1224,Italy,1984,56576718
1225,Latvia,1984,2562047
1226,Lithuania,1984,3514205
1227,Luxembourg,1984,365998
1228,Malta,1984,330593
1229,Moldova,1984,2840565
1230,Monaco,1984,28511
1231,Montenegro,1984,600884
1232,Morocco,1984,22002641
1233,Netherlands,1984,14424211
1234,North Macedonia,1984,1974413
1235,Norway,1984,4140099
1236,Poland,1984,36904134
1237,Portugal,1984,9996232
1238,Romania,1984,22640547
1239,Russian Federation,1984,142745000
1240,San Marino,1984,22546
1241,Serbia,1984,7489000
1242,Slovak Republic,1984,5127097
1243,Slovenia,1984,1932154
1244,Spain,1984,38330364
1245,Sweden,1984,8336605
1246,Switzerland,1984,6441865
1247,Turkey,1984,48114158
1248,Ukraine,1984,50754000
1249,United Kingdom,1984,56422072
1250,Albania,1985,2964762
1251,Andorra,1985,44593
1252,Armenia,1985,3335935
1253,Australia,1985,15758000
1254,Austria,1985,7564985
1255,Azerbaijan,1985,6666447
1256,Belarus,1985,9975000
1257,Belgium,1985,9858308
1258,Bosnia and Herzegovina,1985,4392135
1259,Bulgaria,1985,8960547
1260,Croatia,1985,4701417
1261,Cyprus,1985,703694
1262,Czech Republic,1985,10337118
1263,Denmark,1985,5113691
1264,Estonia,1985,1528781
1265,Finland,1985,4902206
1266,France,1985,56654703
1267,Georgia,1985,4662900
1268,Germany,1985,77684873
1269,Greece,1985,9934300
1270,Hungary,1985,10648713
1271,Iceland,1985,241405
1272,Ireland,1985,3538082
1273,Israel,1985,4233000
1274,Italy,1985,56593071
1275,Latvia,1985,2578873
1276,Lithuania,1985,3544543
1277,Luxembourg,1985,366706
1278,Malta,1985,336452
1279,Moldova,1985,2867878
1280,Monaco,1985,28836
1281,Montenegro,1985,605398
1282,Morocco,1985,22499111
1283,Netherlands,1985,14491632
1284,North Macedonia,1985,1981536
1285,Norway,1985,4152516
1286,Poland,1985,37201885
1287,Portugal,1985,10023613
1288,Romania,1985,22732999
1289,Russian Federation,1985,143858000
1290,San Marino,1985,22794
1291,Serbia,1985,7504000
1292,Slovak Republic,1985,5161768
1293,Slovenia,1985,1941641
1294,Spain,1985,38469512
1295,Sweden,1985,8350386
1296,Switzerland,1985,6470365
1297,Turkey,1985,49133928
1298,Ukraine,1985,50917000
1299,United Kingdom,1985,56550268
1300,Albania,1986,3022635
1301,Andorra,1986,46520
1302,Armenia,1986,3392264
1303,Australia,1986,16018400
1304,Austria,1986,7569794
1305,Azerbaijan,1986,6778631
1306,Belarus,1986,10043000
1307,Belgium,1986,9861823
1308,Bosnia and Herzegovina,1986,4435925
1309,Bulgaria,1986,8958171
1310,Croatia,1986,4721446
1311,Cyprus,1986,712335
1312,Czech Republic,1986,10342227
1313,Denmark,1986,5120534
1314,Estonia,1986,1540190
1315,Finland,1986,4918154
1316,France,1986,56976126
1317,Georgia,1986,4704500
1318,Germany,1986,77720436
1319,Greece,1986,9967213
1320,Hungary,1986,10630564
1321,Iceland,1986,243180
1322,Ireland,1986,3539690
1323,Israel,1986,4299000
1324,Italy,1986,56596155
1325,Latvia,1986,2599892
1326,Lithuania,1986,3578914
1327,Luxembourg,1986,368355
1328,Malta,1986,342121
1329,Moldova,1986,2893584
1330,Monaco,1986,29050
1331,Montenegro,1986,607711
1332,Morocco,1986,22980334
1333,Netherlands,1986,14572278
1334,North Macedonia,1986,1987538
1335,Norway,1986,4167354
1336,Poland,1986,37456119
1337,Portugal,1986,10032734
1338,Romania,1986,22836841
1339,Russian Federation,1986,144894000
1340,San Marino,1986,23046
1341,Serbia,1986,7536000
1342,Slovak Republic,1986,5193838
1343,Slovenia,1986,1965964
1344,Spain,1986,38584624
1345,Sweden,1986,8369829
1346,Switzerland,1986,6504124
1347,Turkey,1986,50128548
1348,Ukraine,1986,51097000
1349,United Kingdom,1986,56681396
1350,Albania,1987,3083605
1351,Andorra,1987,48459
1352,Armenia,1987,3451947
1353,Australia,1987,16263900
1354,Austria,1987,7574586
1355,Azerbaijan,1987,6893486
1356,Belarus,1987,10111000
1357,Belgium,1987,9870234
1358,Bosnia and Herzegovina,1987,4479516
1359,Bulgaria,1987,8971359
1360,Croatia,1987,4739745
1361,Cyprus,1987,723384
1362,Czech Republic,1987,10347318
1363,Denmark,1987,5127024
1364,Estonia,1987,1552221
1365,Finland,1987,4932123
1366,France,1987,57302642
1367,Georgia,1987,4743500
1368,Germany,1987,77839920
1369,Greece,1987,10000595
1370,Hungary,1987,10612741
1371,Iceland,1987,245859
1372,Ireland,1987,3540057
1373,Israel,1987,4369000
1374,Italy,1987,56601931
1375,Latvia,1987,2626583
1376,Lithuania,1987,3616367
1377,Luxembourg,1987,370750
1378,Malta,1987,344485
1379,Moldova,1987,2918487
1380,Monaco,1987,29156
1381,Montenegro,1987,608144
1382,Morocco,1987,23447256
1383,Netherlands,1987,14665037
1384,North Macedonia,1987,1992278
1385,Norway,1987,4186905
1386,Poland,1987,37668045
1387,Portugal,1987,10030031
1388,Romania,1987,22949430
1389,Russian Federation,1987,145908000
1390,San Marino,1987,23297
1391,Serbia,1987,7558000
1392,Slovak Republic,1987,5222840
1393,Slovenia,1987,1989776
1394,Spain,1987,38684815
1395,Sweden,1987,8397804
1396,Switzerland,1987,6545106
1397,Turkey,1987,51100930
1398,Ukraine,1987,51293000
1399,United Kingdom,1987,56802050
1400,Albania,1988,3142336
1401,Andorra,1988,50433
1402,Armenia,1988,3504667
1403,Australia,1988,16532200
1404,Austria,1988,7585317
1405,Azerbaijan,1988,7010027
1406,Belarus,1988,10140000
1407,Belgium,1988,9901664
1408,Bosnia and Herzegovina,1988,4509462
1409,Bulgaria,1988,8981446
1410,Croatia,1988,4755207
1411,Cyprus,1988,736476
1412,Czech Republic,1988,10355276
1413,Denmark,1988,5129516
1414,Estonia,1988,1561900
1415,Finland,1988,4946481
1416,France,1988,57627106
1417,Georgia,1988,4790700
1418,Germany,1988,78144619
1419,Greece,1988,10036983
1420,Hungary,1988,10596487
1421,Iceland,1988,249740
1422,Ireland,1988,3524949
1423,Israel,1988,4442000
1424,Italy,1988,56629288
1425,Latvia,1988,2653434
1426,Lithuania,1988,3655049
1427,Luxembourg,1988,373450
1428,Malta,1988,347325
1429,Moldova,1988,2940177
1430,Monaco,1988,29232
1431,Montenegro,1988,607413
1432,Morocco,1988,23903592
1433,Netherlands,1988,14760094
1434,North Macedonia,1988,1995508
1435,Norway,1988,4209488
1436,Poland,1988,37824487
1437,Portugal,1988,10019610
1438,Romania,1988,23057662
1439,Russian Federation,1988,146857000
1440,San Marino,1988,23548
1441,Serbia,1988,7572000
1442,Slovak Republic,1988,5250596
1443,Slovenia,1988,1995196
1444,Spain,1988,38766939
1445,Sweden,1988,8436489
1446,Switzerland,1988,6593386
1447,Turkey,1988,52053764
1448,Ukraine,1988,51521000
1449,United Kingdom,1988,56928327
1450,Albania,1989,3227943
1451,Andorra,1989,52452
1452,Armenia,1989,3536473
1453,Australia,1989,16814400
1454,Austria,1989,7619567
1455,Azerbaijan,1989,7126877
1456,Belarus,1989,10170000
1457,Belgium,1989,9937697
1458,Bosnia and Herzegovina,1989,4507819
1459,Bulgaria,1989,8876972
1460,Croatia,1989,4767260
1461,Cyprus,1989,751043
1462,Czech Republic,1989,10361068
1463,Denmark,1989,5132594
1464,Estonia,1989,1568131
1465,Finland,1989,4964371
1466,France,1989,57940199
1467,Georgia,1989,4803300
1468,Germany,1989,78751283
1469,Greece,1989,10089498
1470,Hungary,1989,10481719
1471,Iceland,1989,252852
1472,Ireland,1989,3511009
1473,Israel,1989,4518000
1474,Italy,1989,56671781
1475,Latvia,1989,2666955
1476,Lithuania,1989,3684255
1477,Luxembourg,1989,377100
1478,Malta,1989,350722
1479,Moldova,1989,2957047
1480,Monaco,1989,29309
1481,Montenegro,1989,606571
1482,Morocco,1989,24355624
1483,Netherlands,1989,14848907
1484,North Macedonia,1989,1996863
1485,Norway,1989,4226901
1486,Poland,1989,37961529
1487,Portugal,1989,10005000
1488,Romania,1989,23161458
1489,Russian Federation,1989,147721000
1490,San Marino,1989,23833
1491,Serbia,1989,7581000
1492,Slovak Republic,1989,5275942
1493,Slovenia,1989,1996351
1494,Spain,1989,38827764
1495,Sweden,1989,8492964
1496,Switzerland,1989,6646912
1497,Turkey,1989,52992479
1498,Ukraine,1989,51773000
1499,United Kingdom,1989,57076711
1500,Albania,1990,3286542
1501,Andorra,1990,54508
1502,Armenia,1990,3538164
1503,Australia,1990,17065100
1504,Austria,1990,7677850
1505,Azerbaijan,1990,7175200
1506,Belarus,1990,10189348
1507,Belgium,1990,9967379
1508,Bosnia and Herzegovina,1990,4463422
1509,Bulgaria,1990,8718289
1510,Croatia,1990,4777368
1511,Cyprus,1990,766616
1512,Czech Republic,1990,10333355
1513,Denmark,1990,5140939
1514,Estonia,1990,1569174
1515,Finland,1990,4986431
1516,France,1990,58235716
1517,Georgia,1990,4802000
1518,Germany,1990,79433029
1519,Greece,1990,10196792
1520,Hungary,1990,10373988
1521,Iceland,1990,254826
1522,Ireland,1990,3513974
1523,Israel,1990,4660000
1524,Italy,1990,56719240
1525,Latvia,1990,2663151
1526,Lithuania,1990,3697838
1527,Luxembourg,1990,381850
1528,Malta,1990,354170
1529,Moldova,1990,2969097
1530,Monaco,1990,29433
1531,Montenegro,1990,606372
1532,Morocco,1990,24807461
1533,Netherlands,1990,14951510
1534,North Macedonia,1990,1996218
1535,Norway,1990,4241473
1536,Poland,1990,38110782
1537,Portugal,1990,9983218
1538,Romania,1990,23201835
1539,Russian Federation,1990,147969407
1540,San Marino,1990,24124
1541,Serbia,1990,7586000
1542,Slovak Republic,1990,5299187
1543,Slovenia,1990,1998161
1544,Spain,1990,38867322
1545,Sweden,1990,8558835
1546,Switzerland,1990,6715519
1547,Turkey,1990,53921758
1548,Ukraine,1990,51891400
1549,United Kingdom,1990,57247586
1550,Albania,1991,3266790
1551,Andorra,1991,56666
1552,Armenia,1991,3505249
1553,Australia,1991,17284000
1554,Austria,1991,7754891
1555,Azerbaijan,1991,7271300
1556,Belarus,1991,10194050
1557,Belgium,1991,10004486
1558,Bosnia and Herzegovina,1991,4369320
1559,Bulgaria,1991,8632367
1560,Croatia,1991,4689022
1561,Cyprus,1991,783121
1562,Czech Republic,1991,10308578
1563,Denmark,1991,5154298
1564,Estonia,1991,1561314
1565,Finland,1991,5013740
1566,France,1991,58559309
1567,Georgia,1991,4835900
1568,Germany,1991,80013896
1569,Greece,1991,10319927
1570,Hungary,1991,10373400
1571,Iceland,1991,257797
1572,Ireland,1991,3534235
1573,Israel,1991,4949000
1574,Italy,1991,56758521
1575,Latvia,1991,2650581
1576,Lithuania,1991,3704134
1577,Luxembourg,1991,387000
1578,Malta,1991,363845
1579,Moldova,1991,2975523
1580,Monaco,1991,29629
1581,Montenegro,1991,607105
1582,Morocco,1991,25260407
1583,Netherlands,1991,15069798
1584,North Macedonia,1991,1993304
1585,Norway,1991,4261732
1586,Poland,1991,38246193
1587,Portugal,1991,9960235
1588,Romania,1991,23001155
1589,Russian Federation,1991,148394216
1590,San Marino,1991,24454
1591,Serbia,1991,7595636
1592,Slovak Republic,1991,5303294
1593,Slovenia,1991,1999429
1594,Spain,1991,38966376
1595,Sweden,1991,8617375
1596,Switzerland,1991,6799978
1597,Turkey,1991,54840595
1598,Ukraine,1991,52000500
1599,United Kingdom,1991,57424897
1600,Albania,1992,3247039
1601,Andorra,1992,58882
1602,Armenia,1992,3442820
1603,Australia,1992,17495000
1604,Austria,1992,7840709
1605,Azerbaijan,1992,7382050
1606,Belarus,1992,10216470
1607,Belgium,1992,10045158
1608,Bosnia and Herzegovina,1992,4233673
1609,Bulgaria,1992,8540164
1610,Croatia,1992,4575818
1611,Cyprus,1992,800610
1612,Czech Republic,1992,10319123
1613,Denmark,1992,5171370
1614,Estonia,1992,1533091
1615,Finland,1992,5041992
1616,France,1992,58851216
1617,Georgia,1992,4873500
1618,Germany,1992,80624598
1619,Greece,1992,10399061
1620,Hungary,1992,10369341
1621,Iceland,1992,261057
1622,Ireland,1992,3558430
1623,Israel,1992,5123000
1624,Italy,1992,56797087
1625,Latvia,1992,2614338
1626,Lithuania,1992,3700114
1627,Luxembourg,1992,392175
1628,Malta,1992,367618
1629,Moldova,1992,2977130
1630,Monaco,1992,29859
1631,Montenegro,1992,608516
1632,Morocco,1992,25711410
1633,Netherlands,1992,15184166
1634,North Macedonia,1992,1988659
1635,Norway,1992,4286401
1636,Poland,1992,38363667
1637,Portugal,1992,9952494
1638,Romania,1992,22794284
1639,Russian Federation,1992,148538197
1640,San Marino,1992,24830
1641,Serbia,1992,7646424
1642,Slovak Republic,1992,5305016
1643,Slovenia,1992,1996498
1644,Spain,1992,39157685
1645,Sweden,1992,8668067
1646,Switzerland,1992,6875364
1647,Turkey,1992,55748946
1648,Ukraine,1992,52150400
1649,United Kingdom,1992,57580402
1650,Albania,1993,3227287
1651,Andorra,1993,60974
1652,Armenia,1993,3363111
1653,Australia,1993,17667000
1654,Austria,1993,7905633
1655,Azerbaijan,1993,7494800
1656,Belarus,1993,10239050
1657,Belgium,1993,10084475
1658,Bosnia and Herzegovina,1993,4078940
1659,Bulgaria,1993,8472313
1660,Croatia,1993,4600463
1661,Cyprus,1993,818750
1662,Czech Republic,1993,10329855
1663,Denmark,1993,5188628
1664,Estonia,1993,1494128
1665,Finland,1993,5066447
1666,France,1993,59106758
1667,Georgia,1993,4911100
1668,Germany,1993,81156363
1669,Greece,1993,10460415
1670,Hungary,1993,10357523
1671,Iceland,1993,263725
1672,Ireland,1993,3576261
1673,Israel,1993,5261000
1674,Italy,1993,56831821
1675,Latvia,1993,2563290
1676,Lithuania,1993,3682613
1677,Luxembourg,1993,397475
1678,Malta,1993,371308
1679,Moldova,1993,2973114
1680,Monaco,1993,30145
1681,Montenegro,1993,610170
1682,Morocco,1993,26155204
1683,Netherlands,1993,15290368
1684,North Macedonia,1993,1984024
1685,Norway,1993,4311991
1686,Poland,1993,38461408
1687,Portugal,1993,9964675
1688,Romania,1993,22763280
1689,Russian Federation,1993,148458777
1690,San Marino,1993,25208
1691,Serbia,1993,7699307
1692,Slovak Republic,1993,5325305
1693,Slovenia,1993,1991746
1694,Spain,1993,39361262
1695,Sweden,1993,8718561
1696,Switzerland,1993,6938265
1697,Turkey,1993,56653808
1698,Ukraine,1993,52179200
1699,United Kingdom,1993,57718614
1700,Albania,1994,3207536
1701,Andorra,1994,62676
1702,Armenia,1994,3283664
1703,Australia,1994,17855000
1704,Austria,1994,7936118
1705,Azerbaijan,1994,7596550
1706,Belarus,1994,10226955
1707,Belgium,1994,10115603
1708,Bosnia and Herzegovina,1994,3936527
1709,Bulgaria,1994,8443591
1710,Croatia,1994,4652024
1711,Cyprus,1994,837104
1712,Czech Republic,1994,10333587
1713,Denmark,1994,5206180
1714,Estonia,1994,1462514
1715,Finland,1994,5088333
1716,France,1994,59327200
1717,Georgia,1994,4836076
1718,Germany,1994,81438348
1719,Greece,1994,10512922
1720,Hungary,1994,10343355
1721,Iceland,1994,266021
1722,Ireland,1994,3590386
1723,Israel,1994,5399000
1724,Italy,1994,56843400
1725,Latvia,1994,2520742
1726,Lithuania,1994,3657144
1727,Luxembourg,1994,402925
1728,Malta,1994,374797
1729,Moldova,1994,2964277
1730,Monaco,1994,30436
1731,Montenegro,1994,611389
1732,Morocco,1994,26584473
1733,Netherlands,1994,15382838
1734,North Macedonia,1994,1981713
1735,Norway,1994,4336613
1736,Poland,1994,38542652
1737,Portugal,1994,9991525
1738,Romania,1994,22730211
1739,Russian Federation,1994,148407912
1740,San Marino,1994,25588
1741,Serbia,1994,7734639
1742,Slovak Republic,1994,5346331
1743,Slovenia,1994,1989443
1744,Spain,1994,39549108
1745,Sweden,1994,8780745
1746,Switzerland,1994,6993795
1747,Turkey,1994,57564209
1748,Ukraine,1994,51921400
1749,United Kingdom,1994,57865745
1750,Albania,1995,3187784
1751,Andorra,1995,63860
1752,Armenia,1995,3217349
1753,Australia,1995,18072000
1754,Austria,1995,7948278
1755,Azerbaijan,1995,7684850
1756,Belarus,1995,10193831
1757,Belgium,1995,10136811
1758,Bosnia and Herzegovina,1995,3829049
1759,Bulgaria,1995,8406067
1760,Croatia,1995,4620030
1761,Cyprus,1995,855391
1762,Czech Republic,1995,10327253
1763,Denmark,1995,5233373
1764,Estonia,1995,1436634
1765,Finland,1995,5107790
1766,France,1995,59541904
1767,Georgia,1995,4657722
1768,Germany,1995,81678051
1769,Greece,1995,10562153
1770,Hungary,1995,10328965
1771,Iceland,1995,267468
1772,Ireland,1995,3608841
1773,Israel,1995,5545000
1774,Italy,1995,56844303
1775,Latvia,1995,2485056
1776,Lithuania,1995,3629102
1777,Luxembourg,1995,408625
1778,Malta,1995,377419
1779,Moldova,1995,2952307
1780,Monaco,1995,30731
1781,Montenegro,1995,611712
1782,Morocco,1995,26994255
1783,Netherlands,1995,15459006
1784,North Macedonia,1995,1983259
1785,Norway,1995,4359184
1786,Poland,1995,38594998
1787,Portugal,1995,10026176
1788,Romania,1995,22684270
1789,Russian Federation,1995,148375787
1790,San Marino,1995,25925
1791,Serbia,1995,7625357
1792,Slovak Republic,1995,5361999
1793,Slovenia,1995,1989872
1794,Spain,1995,39724050
1795,Sweden,1995,8826939
1796,Switzerland,1995,7040687
1797,Turkey,1995,58486453
1798,Ukraine,1995,51512800
1799,United Kingdom,1995,58019030
1800,Albania,1996,3168033
1801,Andorra,1996,64363
1802,Armenia,1996,3168213
1803,Australia,1996,18311000
1804,Austria,1996,7959017
1805,Azerbaijan,1996,7763000
1806,Belarus,1996,10159569
1807,Belgium,1996,10156637
1808,Bosnia and Herzegovina,1996,3764419
1809,Bulgaria,1996,8362826
1810,Croatia,1996,4557097
1811,Cyprus,1996,873426
1812,Czech Republic,1996,10315241
1813,Denmark,1996,5263074
1814,Estonia,1996,1415594
1815,Finland,1996,5124573
1816,France,1996,59753095
1817,Georgia,1996,4491699
1818,Germany,1996,81914831
1819,Greece,1996,10608800
1820,Hungary,1996,10311238
1821,Iceland,1996,268916
1822,Ireland,1996,3637510
1823,Israel,1996,5692000
1824,Italy,1996,56860281
1825,Latvia,1996,2457222
1826,Lithuania,1996,3601613
1827,Luxembourg,1996,414225
1828,Malta,1996,379905
1829,Moldova,1996,2946401
1830,Monaco,1996,31001
1831,Montenegro,1996,611003
1832,Morocco,1996,27383472
1833,Netherlands,1996,15530498
1834,North Macedonia,1996,1989441
1835,Norway,1996,4381336
1836,Poland,1996,38624370
1837,Portugal,1996,10063945
1838,Romania,1996,22619004
1839,Russian Federation,1996,148160129
1840,San Marino,1996,26253
1841,Serbia,1996,7617794
1842,Slovak Republic,1996,5373361
1843,Slovenia,1996,1988628
1844,Spain,1996,39889852
1845,Sweden,1996,8840998
1846,Switzerland,1996,7071850
1847,Turkey,1996,59423278
1848,Ukraine,1996,51057800
1849,United Kingdom,1996,58166950
1850,Albania,1997,3148281
1851,Andorra,1997,64318
1852,Armenia,1997,3133081
1853,Australia,1997,18517000
1854,Austria,1997,7968041
1855,Azerbaijan,1997,7838250
1856,Belarus,1997,10117433
1857,Belgium,1997,10181245
1858,Bosnia and Herzegovina,1997,3736070
1859,Bulgaria,1997,8312068
1860,Croatia,1997,4534920
1861,Cyprus,1997,891190
