,Country Name,variable,value
3003,Australia,2021,7692020
3004,Austria,2021,82520
3005,Azerbaijan,2021,82654
3006,Belgium,2021,30280
3007,Bulgaria,2021,108560
3008,Bosnia and Herzegovina,2021,51200
3009,Belarus,2021,202980
3010,Bolivia,2021,1083300
3011,Switzerland,2021,39516.03
3012,Cyprus,2021,9240
3013,Czech Republic,2021,77200
3014,Germany,2021,349380
3015,Denmark,2021,40000
3016,Spain,2021,499603.479
3017,Estonia,2021,43470
3018,France,2021,547557
3019,United Kingdom,2021,241930
3020,Georgia,2021,69490
3021,Greece,2021,128900
3022,Croatia,2021,56590
3023,Hungary,2021,91260
3024,Ireland,2021,68890
3025,Iceland,2021,100830
3026,Israel,2021,21640
3027,Italy,2021,297730
3028,Lithuania,2021,62630
3029,Luxembourg,2021,2430
3030,Latvia,2021,62090
3031,Morocco,2021,446300
3032,Monaco,2021,2.027
3033,Moldova,2021,32885.3
3034,North Macedonia,2021,25220
3035,Malta,2021,320
3036,Montenegro,2021,13450
3037,Netherlands,2021,33670
3038,Norway,2021,365107.85
3039,Poland,2021,306170
3040,Portugal,2021,91605.6
3041,Romania,2021,230080
3042,Russia,2021,16376870
3043,San Marino,2021,60
3044,Serbia,2021,87460
3045,Slovakia,2021,48080
3046,Slovenia,2021,20136.4
3047,Sweden,2021,407310
3048,Turkey,2021,769630
3049,Ukraine,2021,579400
